Kanton;Gemeinde;FlÑche;LÑngengrad;Breitengrad
AG;Oberbîzberg;545;654027;261577
AG;Oberehrendingen;398;668099;260250
AG;Oberentfelden;713;645534;244993
AG;Oberflachs;339;651617;254346
AG;Oberhof;820;642869;254703
AG;Oberhofen (AG);314;651681;267500
AG;Oberkulm;943;651986;238840
AG;Oberlunkhofen;325;672514;240623
AG;Obermumpf;503;637527;264462
AG;Oberrohrdorf;427;666539;253078
AG;OberrÅti;536;672787;224441
AG;Obersiggenthal;839;664327;260808
AG;Oberwil-Lieli;537;672295;243363
AG;Oeschgen;438;643550;263950
AG;Oftringen;1285;637828;240399
AG;Olsberg;462;625630;263724
AG;Othmarsingen;474;658579;250376
AG;Reinach (AG);948;656054;234736
AG;Reitnau;581;645190;233571
AG;Rekingen (AG);310;666448;268856
AG;Remetschwil;387;667419;251219
AG;Remigen;787;655550;263242
AG;Rheinfelden;1603;627547;267311
AG;Rietheim;392;662811;272795
AG;Riniken;474;656374;260628
AG;Rohr (AG);339;648735;250726
AG;Rothrist;1184;633787;238703
AG;Rottenschwil;450;670113;240810
AG;Rudolfstetten-Friedlisberg;491;671462;246821
AG;RÅfenach;418;658338;261841
AG;RÅmikon;286;670868;268603
AG;Rupperswil;622;652311;250560
AG;Safenwil;596;641453;241121
AG;Sarmenstorf;830;661554;240372
AG;Schafisheim;638;652912;247223
AG;Scherz;331;656242;255388
AG;Schinznach Bad;188;655055;256142
AG;Schinznach Dorf;884;652812;256185
AG;Schlossrued;723;649154;237906
AG;Schmiedrued;865;650943;234911
AG;Schneisingen;823;669516;264217
AG;Schîftland;628;646664;239568
AG;Schupfart;704;639464;262650
AG;Schwaderloch;278;653193;270811
AG;Seengen;968;658217;242331
AG;Seon;962;654326;244399
AG;Siglistorf;551;671156;266010
AG;Sins;2029;670823;226545
AG;Sisseln;252;641152;266980
AG;Spreitenbach;860;670084;252315
AG;Staffelbach;891;645399;237082
AG;Staufen;350;654482;247791
AG;Stein (AG);282;638709;266178
AG;Stetten (AG);441;665405;250413
AG;Stilli;57;659629;263491
AG;Strengelbach;601;636622;236880
AG;Suhr;1058;648730;247312
AG;Sulz (AG);1227;649433;265554
AG;TÑgerig;330;663457;250247
AG;Tegerfelden;713;663681;268256
AG;Teufenthal (AG);358;652246;242072
AG;Thalheim (AG);992;649391;254474
AG;Turgi;155;661822;259992
AG;Ueken;510;645583;259574
AG;Uerkheim;710;643133;239352
AG;Uezwil;244;663445;240797
AG;Umiken;79;656384;259215
AG;Unterbîzberg;613;653611;259866
AG;Unterehrendingen;331;668836;261460
AG;Unterendingen;346;664016;266500
AG;Unterentfelden;288;645631;246567
AG;Unterkulm;886;650269;241102
AG;Unterlunkhofen;449;671410;241977
AG;Untersiggenthal;827;661610;262095
AG;Veltheim (AG);527;653554;253681
AG;Villigen;1065;657786;264657
AG;Villmergen;1023;660628;244774
AG;Villnachern;575;654575;258225
AG;Vordemwald;1013;634333;235558
AG;Wallbach;452;634556;268695
AG;Waltenschwil;455;665021;242938
AG;Wegenstetten;711;637117;260464
AG;Wettingen;1062;668050;257728
AG;Widen;261;669447;246987
AG;Wil (AG);772;654099;268640
AG;Wiliberg;115;643743;235278
AG;Windisch;490;659054;258646
AG;Wislikofen;374;669865;267413
AG;Wittnau;1125;639758;258614
AG;Wohlen (AG);1251;663622;245059
AG;Wohlenschwil;438;661523;252090
AG;Wîlflinswil;951;642358;257008
AG;WÅrenlingen;938;661036;264914
AG;WÅrenlos;902;669772;255573
AG;Zeihen;689;649337;257956
AG;Zeiningen;1137;632951;265927
AG;Zetzwil;580;654720;237739
AG;Zofingen;964;639532;237464
AG;Zufikon;480;669494;244168
AG;Zurzach;652;664190;270929
AG;Zuzgen;839;634747;263836
TG;Aadorf;1997;710884;261304
TG;Affeltrangen;1444;721004;265876
TG;Altnau;667;737037;274551
TG;Amlikon-Bissegg;1443;720158;269133
TG;Amriswil;1904;739158;267422
TG;Arbon;594;749167;264603
TG;Basadingen-Schlattingen;1561;698775;279713
TG;Berg (TG);1309;730221;271307
TG;Berlingen;356;719330;280765
TG;Bettwiesen;385;719055;261967
TG;Bichelsee-Balterswil;1226;712261;256582
TG;Birwinken;1236;733620;271042
TG;Bischofszell;1162;733908;262056
TG;Bodensee (TG);12809;742186;273838
TG;Bottighofen;240;733124;277363
TG;Braunau;918;722808;262786
TG;BÅrglen (TG);1168;729561;268091
TG;Bussnang;1889;724827;266851
TG;Diessenhofen;1011;698909;281778
TG;Dozwil;136;741491;271181
TG;Egnach;1841;745078;266026
TG;Erlen;1217;735289;268246
TG;Ermatingen;1044;724186;279692
TG;Eschenz;1200;707708;277113
TG;Eschlikon;620;714929;257503
TG;Felben-Wellhausen;738;712980;270557
TG;Fischingen;3065;714268;252787
TG;Frauenfeld;2740;709709;268498
TG;Gachnang;966;706544;267320
TG;Gottlieben;33;726839;280685
TG;GÅttingen;949;738957;273386
TG;Hauptwil-Gottshaus;1251;738765;261491
TG;Hefenhofen;605;741108;269383
TG;Herdern;1367;711401;274919
TG;Hohentannen;801;734526;264386
TG;Homburg;2415;716509;277173
TG;Horn;165;752396;262165
TG;HÅttlingen;1161;716308;270710
TG;HÅttwilen;1764;706148;274800
TG;Kemmental;2498;728023;274424
TG;Kesswil;447;740976;272448
TG;Kradolf-Schînenberg;1095;731100;264490
TG;Kreuzlingen;1151;730302;277996
TG;Langrickenbach;1084;735542;273102
TG;Lengwil;886;732464;275031
TG;Lommis;863;717092;264331
TG;Mammern;542;711239;277772
TG;MÑrstetten;994;723266;272184
TG;Matzingen;772;712264;265052
TG;MÅllheim;873;717688;273630
TG;MÅnchwilen (TG);777;717101;260129
TG;MÅnsterlingen;542;735056;276517
TG;Neunforn;1135;700265;273257
TG;Pfyn;1318;713854;273491
TG;Raperswilen;765;720847;277471
TG;Rickenbach (TG);157;721323;256395
TG;Roggwil (TG);1204;747177;263073
TG;Romanshorn;876;744307;269854
TG;Salenstein;654;721596;280003
TG;Salmsach;270;744210;268324
TG;Schlatt (TG);1553;694649;280369
TG;Schînholzerswilen;1094;727631;264084
TG;Sirnach;1243;717898;257149
TG;Sommeri;421;738834;270582
TG;Steckborn;876;716640;279783
TG;Stettfurt;637;714339;264935
TG;Sulgen;914;732084;267210
TG;TÑgerwilen;1156;727236;278838
TG;Thundorf;1560;715711;267587
TG;Tobel-TÑgerschen;706;720508;263604
TG;Uesslingen-Buch;1402;704703;271899
TG;Uttwil;430;742892;271316
TG;Wagenhausen;1184;704311;279517
TG;WÑldi;1224;723558;276159
TG;WÑngi;1641;714462;261389
TG;Warth-Weiningen;821;708563;271824
TG;Weinfelden;1549;725910;270132
TG;Wigoltingen;1720;720846;273445
TG;Wilen (TG);227;720132;256352
TG;Wuppenau;1215;726642;261807
TG;Zihlschlacht-Sitterdorf;1221;737778;264190
TI;Agno;249;713220;95344
TI;Agra;128;714175;91814
TI;Airolo;9437;689022;155180
TI;Anzonico;1061;709827;144325
TI;Aquila;6296;718696;155871
TI;Aranno;258;711151;97355
TI;Arbedo-Castione;2128;726758;118100
TI;Arogno;850;720479;90751
TI;Arosio;656;712604;101944
TI;Arzo;279;716555;82046
TI;Ascona;497;702533;112387
TI;Astano;378;706697;96912
TI;Auressio;299;696773;117766
TI;Aurigeno;1094;698644;119600
TI;Avegno;811;702364;117770
TI;Balerna;257;721916;78042
TI;Barbengo;266;714376;90589
TI;Bedano;187;714497;101246
TI;Bedigliora;248;708765;95686
TI;Bedretto;7523;680019;149440
TI;Bellinzona;1915;722252;117731
TI;Berzona;505;693992;118136
TI;Besazio;88;717642;81103
TI;Biasca;5913;721881;136243
TI;Bidogno;349;721135;105352
TI;Bignasco;8151;684493;138780
TI;Bioggio;305;714032;96922
TI;Bironico;418;715503;109397
TI;Bissone;181;718742;90081
TI;Bodio;644;713981;138263
TI;Bogno;421;726553;105723
TI;Borgnone;1060;689972;113593
TI;Bosco Luganese;153;713571;98679
TI;Bosco/Gurin;2204;680512;130412
TI;Breganzona;227;715315;96369
TI;Breno;575;709911;100120
TI;Brione (Verzasca);4856;701630;128672
TI;Brione sopra Minusio;384;706228;117066
TI;Brissago;1779;696394;109119
TI;Broglio;1297;694854;136472
TI;Brontallo;1044;692875;133881
TI;Brusino Arsizio;404;716465;86585
TI;Bruzella;344;725607;83023
TI;C'za Corticiasca-Valcolla;8;722751;106079
TI;C'za Medeglia-Robasacco;288;724711;111355
TI;C'za Sala Capriasca-Bidogno;34;722733;107356
TI;C'za Sala Capriasca-Vaglio;63;721951;107200
TI;Cabbio;569;725862;84563
TI;Cademario;396;712528;97815
TI;Cadempino;76;715761;99172
TI;Cadenazzo;565;716770;112146
TI;Cadro;452;720450;100171
TI;Cagiallo;551;720582;107050
TI;Calonico;318;708150;145665
TI;Calpiogna;330;705385;150606
TI;Camignolo;453;716899;107080
TI;Camorino;828;721523;113025
TI;Campello;396;706355;150718
TI;Campo (Blenio);2196;711240;157533
TI;Campo (Vallemaggia);4327;681221;125678
TI;Caneggio;390;724804;81806
TI;Canobbio;130;718378;99487
TI;Capolago;178;720026;84718
TI;Carabbia;106;715939;92095
TI;Carabietta;46;713471;91865
TI;Carona;475;715806;90574
TI;Casima;99;723949;83633
TI;Caslano;284;711687;91952
TI;Castel San Pietro;805;721996;82324
TI;Castro;307;712403;148001
TI;Cavagnago;668;711472;141862
TI;Cavergno;5520;684415;136366
TI;Caviano;320;703602;106500
TI;Cavigliano;548;698074;116226
TI;Cerentino;2007;685143;129312
TI;Certara;273;725939;104380
TI;Cevio;1477;689111;128741
TI;Chiasso;533;722621;76475
TI;Chiggiogna;392;706601;146210
TI;Chironico;5777;704148;142227
TI;Cimadera;528;724772;103553
TI;Cimo;86;712365;95705
TI;Claro;2122;723202;125095
TI;Coglio;957;697740;127043
TI;Coldrerio;246;720201;79228
TI;Comano;206;717518;99864
TI;Contone;233;714906;112066
TI;Corippo;773;706854;121423
TI;Corticiasca;215;722072;105388
TI;Corzoneso;1152;714261;143898
TI;Cresciano;1723;722822;129235
TI;Croglio;438;708764;93948
TI;Cugnasco;1703;713859;117156
TI;Cureggia;69;719798;97644
TI;Cureglia;106;716568;99542
TI;Curio;287;709746;95677
TI;Dalpe;1452;701668;145954
TI;Davesco-Soragno;249;719823;99072
TI;Dongio;1286;718169;145075
TI;Faido;372;704636;147827
TI;Fescoggia;245;710959;100672
TI;Frasco;2573;706217;134572
TI;Fusio;6080;692369;146250
TI;Gandria;343;721875;95460
TI;Genestrerio;149;717982;78757
TI;Gentilino;122;715266;94443
TI;Gerra (Gambarogno);314;705181;108064
TI;Gerra (Verzasca);1868;705811;129619
TI;Ghirone;3027;715283;160757
TI;Giornico;1948;709496;138530
TI;Giubiasco;623;720646;114660
TI;Giumaglio;1316;695792;127910
TI;Gnosca;745;720730;121958
TI;Gordevio;1924;702426;120991
TI;Gordola;703;710025;116212
TI;Gorduno;922;720099;120509
TI;Grancia;63;715409;91852
TI;Gravesano;69;714594;100023
TI;Gresso;1108;690865;121538
TI;Gudo;994;716359;115557
TI;Indemini;1132;708542;105845
TI;Intragna;2405;695422;113761
TI;Iragna;1839;715576;131481
TI;Iseo;100;711518;95895
TI;Isone;1282;721778;110335
TI;Lago di Lugano;2994;717114;91495
TI;Lago Maggiore;4076;703675;110667
TI;Lamone;186;715568;100417
TI;Largario;126;715198;150173
TI;Lavertezzo;5811;709836;125715
TI;Leontica;738;712644;145697
TI;Ligornetto;202;717736;80190
TI;Linescio;661;687681;129627
TI;Locarno;1929;707713;114090
TI;Loco;907;695446;118515
TI;Lodano;1375;694023;123032
TI;Lodrino;3150;716414;127432
TI;Lopagno;537;719822;106229
TI;Losone;953;700665;113886
TI;Lottigna;651;716492;146943
TI;Ludiano;619;716028;142154
TI;Lugaggia;347;719768;104871
TI;Lugano;1170;719384;96048
TI;Lumino;995;725679;122062
TI;Magadino;723;711627;111670
TI;Maggia;2385;699774;124541
TI;Magliaso;109;712362;93305
TI;Mairengo;665;704260;151114
TI;Malvaglia;8030;722958;143880
TI;Manno;238;714646;98767
TI;Maroggia;100;719044;88545
TI;Marolta;281;712600;148619
TI;Massagno;73;716567;96788
TI;Medeglia;627;717609;109004
TI;Melano;464;720619;86699
TI;Melide;168;716727;90581
TI;Mendrisio;673;720223;82713
TI;Menzonio;1064;693801;135040
TI;Mergoscia;1214;707098;119045
TI;Meride;746;716737;84219
TI;Mezzovico-Vira;1021;713887;106115
TI;Miglieglia;513;709231;98728
TI;Minusio;585;706191;115956
TI;Moghegno;703;696321;121597
TI;Moleno;749;717911;125010
TI;Montagnola;314;714559;92961
TI;Monte;241;723009;82372
TI;Monte Carasso;964;718522;118198
TI;Monteggio;336;705756;94761
TI;Morbio Inferiore;229;722964;78803
TI;Morbio Superiore;275;724327;80753
TI;Morcote;280;714047;88152
TI;Mosogno;861;692346;116746
TI;Mugena;363;711685;101736
TI;Muggio;839;723897;85690
TI;Muralto;60;705402;114532
TI;Muzzano;157;714546;95106
TI;Neggio;91;711517;94095
TI;Novaggio;431;708908;97312
TI;Novazzano;518;719636;77969
TI;Olivone;7609;710524;154655
TI;Onsernone;2986;688604;117541
TI;Origlio;207;716570;101094
TI;Orselina;195;704728;115555
TI;Osco;1190;702051;151134
TI;Osogna;1899;721861;131760
TI;Palagnedra;1674;692232;110557
TI;Pambio-Noranco;57;715630;93765
TI;Paradiso;89;716978;94057
TI;Pazzallo;162;716432;93325
TI;Peccia;5422;689033;142480
TI;Personico;3904;712036;133814
TI;Pianezzo;802;724368;113460
TI;Piazzogna;387;707921;109046
TI;Pollegio;589;715942;136639
TI;Ponte Capriasca;620;722366;107250
TI;Ponte Tresa;41;710041;92111
TI;Ponto Valentino;1029;712092;149592
TI;Porza;158;717260;98393
TI;Prato (Leventina);1685;699335;148110
TI;Prato-Sornico;3837;696634;139275
TI;Pregassona;223;718983;97981
TI;Preonzo;1644;717842;123101
TI;Prugiasco;595;711670;147095
TI;Pura;304;710572;93403
TI;Quinto;7520;697676;153781
TI;Rancate;231;718939;81596
TI;Riva San Vitale;597;718344;85428
TI;Rivera;1335;713310;109108
TI;Robasacco;273;716778;110761
TI;Ronco sopra Ascona;502;699004;111469
TI;Rossura;1458;707934;149050
TI;Roveredo (TI);69;719479;104090
TI;Rovio;553;721121;88325
TI;Sagno;168;724752;80135
TI;Sala Capriasca;842;718277;104919
TI;Salorino;498;721245;82956
TI;San Nazzaro;553;706405;108719
TI;Sant'Abbondio;320;704412;107270
TI;Sant'Antonino;658;718574;112466
TI;Sant'Antonio;3358;728311;113225
TI;Savosa;74;716630;97521
TI;Sementina;825;718219;116522
TI;Semione;1042;716541;140062
TI;Sessa;287;706663;95571
TI;Sigirino;871;712823;104810
TI;Sobrio;636;712901;140125
TI;Someo;3279;691904;126750
TI;Sonogno;3752;701479;135673
TI;Sonvico;1106;721716;102634
TI;Sorengo;85;715961;95362
TI;Stabio;615;716085;78439
TI;Tegna;289;700761;116468
TI;Tenero-Contra;369;708573;115749
TI;Tesserete;309;718824;105880
TI;Torre;1073;717886;149127
TI;Torricella-Taverne;524;714032;102935
TI;Tremona;158;718035;82166
TI;Vacallo;162;724131;78530
TI;Vaglio;319;718660;104342
TI;Valcolla;1134;724470;106610
TI;Vergeletto;4078;685271;121671
TI;Vernate;151;711702;94826
TI;Verscio;300;699532;116578
TI;Vezia;139;715859;98147
TI;Vezio;367;710859;102005
TI;Vico Morcote;191;715135;88108
TI;Viganello;118;718646;96852
TI;Villa Luganese;220;721251;101267
TI;Vira (Gambarogno);1199;709877;109386
TI;Vogorno;2388;711552;120269
VD;Aclens;392;528879;157871
VD;Agiez;547;528822;174533
VD;Aigle;1636;564097;129400
VD;Allaman;261;519760;147064
VD;Apples;1296;521626;156475
VD;Arnex-sur-Nyon;204;503919;136491
VD;Arnex-sur-Orbe;762;529481;171391
VD;Arrissoules;86;549578;183165
VD;Arzier;5190;501672;149202
VD;Assens;450;537686;163151
VD;Aubonne;688;519120;149356
VD;Avenches;1643;569491;192696
VD;Ballaigues;904;521410;176483
VD;Ballens;847;518654;156358
VD;Bassins;2080;504821;149441
VD;Baulmes;2253;528292;182262
VD;Bavois;932;533273;170215
VD;Begnins;476;508919;144629
VD;Bellerive (VD);227;568504;196979
VD;Belmont-sur-Lausanne;264;542369;153076
VD;Belmont-sur-Yverdon;649;537849;176633
VD;Bercher;426;543977;171422
VD;Berolle;959;514898;158042
VD;Bettens;374;533850;164032
VD;Bex;9660;573041;122749
VD;Biäre;2500;514020;155786
VD;Bioley-Magnoux;427;544657;175299
VD;Bioley-Orjulaz;312;535832;163470
VD;Blonay;1604;560337;147535
VD;Bofflens;419;527859;172927
VD;Bogis-Bossey;244;502471;134395
VD;Bonvillars;754;541348;189172
VD;Borex;201;503110;137404
VD;Bottens;679;540507;162936
VD;Bougy-Villars;177;516470;148614
VD;Boulens;345;544883;169995
VD;Bournens;389;533004;162343
VD;Boussens;315;534671;161707
VD;Bremblens;291;529498;155638
VD;Brenles;385;555428;168678
VD;Bretigny-sur-Morrens;288;539143;161401
VD;Bretonniäres;546;525972;174324
VD;Buchillon;213;521082;146711
VD;Bullet;1685;532739;188321
VD;Bursinel;177;513183;143918
VD;Bursins;336;511467;145177
VD;Burtigny;568;509882;147364
VD;Bussigny-präs-Lausanne;482;531910;156179
VD;Bussigny-sur-Oron;117;555896;157665
VD;Bussy-Chardonney;305;523460;153768
VD;Bussy-sur-Moudon;309;551882;171223
VD;Carrouge (VD);542;548969;161492
VD;Cerniaz (VD);177;558696;175472
VD;Chabrey;396;565233;197646
VD;Chamblon;285;535853;181107
VD;Champagne;393;539957;187494
VD;Champmartin;260;566381;198828
VD;Champtauroz;305;550162;178860
VD;Champvent;688;533068;181766
VD;ChanÇaz;139;546947;175393
VD;Chapelle-sur-Moudon;463;546168;168876
VD;Chardonne;1031;552628;148776
VD;ChÉteau-d'Oex;11378;576899;143719
VD;ChÉtillens;211;551443;156929
VD;Chavannes-de-Bogis;285;501145;132894
VD;Chavannes-des-Bois;213;499725;130336
VD;Chavannes-le-Chàne;398;549770;181204
VD;Chavannes-le-Veyron;258;524036;162434
VD;Chavannes-präs-Renens;165;533835;153349
VD;Chavannes-sur-Moudon;515;552604;167936
VD;Chavornay;1107;533496;173186
VD;Chàne-PÉquier;211;548965;179637
VD;Chesalles-sur-Moudon;165;553931;169452
VD;Chesalles-sur-Oron;200;555089;158317
VD;Cheseaux-NorÇaz;609;542775;182300
VD;Cheseaux-sur-Lausanne;460;535377;159602
VD;ChÇserex;1060;500758;140780
VD;Chessel;357;558216;133708
VD;Chevilly;389;526232;166261
VD;Chevroux;437;559808;193536
VD;Chexbres;214;549416;148333
VD;Chigny;90;526172;152109
VD;Clarmont;101;524150;155737
VD;Coinsins;290;507658;142044
VD;Colombier (VD);530;525532;156459
VD;Combremont-le-Grand;661;553032;179570
VD;Combremont-le-Petit;574;551480;177412
VD;Commugny;652;501590;131055
VD;Concise;1140;545010;190913
VD;Constantine;283;568207;195812
VD;Coppet;187;503762;130771
VD;Corbeyrier;2200;564692;135460
VD;Corcelles-le-Jorat;794;545772;161368
VD;Corcelles-präs-Concise;409;543660;189391
VD;Corcelles-präs-Payerne;1212;564051;188040
VD;Corcelles-sur-Chavornay;549;536219;172732
VD;Correvon;224;546694;174370
VD;Corseaux;107;553127;146821
VD;Corsier-sur-Vevey;674;556427;149395
VD;Cossonay;832;528359;162812
VD;Cottens (VD);237;524474;158581
VD;Crans-präs-CÇligny;429;505090;135520
VD;Crassier;203;502251;136864
VD;Cremin;163;554286;174873
VD;Crissier;550;533955;156724
VD;Cronay;661;543791;178668
VD;Croy;449;527012;170873
VD;Cuarnens;717;523211;164910
VD;Cuarny;456;542947;180242
VD;Cudrefin;1325;569131;200480
VD;Cugy (VD);295;539077;159234
VD;Cully;237;545735;149989
VD;Curtilles;495;555028;172319
VD;Daillens;555;531909;164541
VD;DÇmoret;424;547975;177630
VD;Denens;327;524337;152262
VD;Denezy;378;550086;174763
VD;Denges;167;530976;152845
VD;Dizy;303;527725;165237
VD;Dommartin;294;543243;166118
VD;Dompierre (VD);322;557287;173486
VD;Donatyre;111;571334;191469
VD;Donneloye;372;545075;178115
VD;Duillier;419;507029;140488
VD;Dully;166;512120;142913
VD;Echallens;666;538483;165561
VD;Echandens;387;530908;154667
VD;Echichens;260;527733;153630
VD;Eclagnens;214;535187;166773
VD;EclÇpens;581;531427;167090
VD;Ecoteaux;355;555435;155470
VD;Ecublens (VD);571;532628;153300
VD;Epalinges;457;540932;155781
VD;Ependes (VD);479;536111;177412
VD;Epesses;160;547057;149792
VD;Essertes;166;550191;157237
VD;Essertines-sur-Rolle;697;513529;148657
VD;Essertines-sur-Yverdon;978;539300;174366
VD;Essert-Pittet;276;534358;175775
VD;Essert-sous-Champvent;122;534776;182878
VD;Etagniäres;380;536404;161470
VD;Etoy;493;521922;148611
VD;Eysins;238;505084;137388
VD;Faoug;345;572245;194660
VD;FÇchy;271;518148;148056
VD;Ferlens (VD);218;550224;159961
VD;Ferreyres;313;526593;168114
VD;Fey;735;541957;169358
VD;Fiez;683;534358;189278
VD;Fontaines-sur-Grandson;786;536035;189786
VD;Fontanezier;373;539905;190422
VD;Forel (Lavaux);1853;548161;154291
VD;Forel-sur-Lucens;284;553036;175205
VD;Founex;480;503483;132448
VD;Froideville;712;542770;161047
VD;Genolier;483;506375;143493
VD;Giez;478;536740;185156
VD;Gilly;778;512601;146285
VD;Gimel;1886;511832;153468
VD;Gingins;1258;500032;142490
VD;Givrins;397;504509;143142
VD;Gland;831;510388;141597
VD;Gollion;544;528973;159843
