Kanton;Gemeinde;FlÑche;LÑngengrad;Breitengrad
VD;Gossens;102;543478;176782
VD;Goumoens-la-Ville;727;536658;168006
VD;Goumoens-le-Jux;129;534898;168855
VD;Grancy;565;525072;160734
VD;Grandcour;1018;561396;191383
VD;Grandevent;346;535768;188691
VD;Grandson;790;539388;185141
VD;Grandvaux;295;544991;150479
VD;Granges-präs-Marnand;695;557879;179710
VD;Grens;254;504097;139123
VD;Gressy;224;538868;178240
VD;Gryon;1515;573709;126633
VD;Henniez;263;557677;176970
VD;Hermenches;476;547619;165372
VD;Jongny;216;554543;148656
VD;Jouxtens-MÇzery;193;535381;155976
VD;Juriens;935;522840;170679
VD;L'Abbaye;3192;513626;164986
VD;L'Abergement;574;526276;179001
VD;L'Isle;1625;519929;164221
VD;La Chaux (Cossonay);673;525671;163944
VD;La Praz;513;522382;169230
VD;La Rippe;1661;498360;140367
VD;La Rogivue;106;558250;157134
VD;La Sarraz;777;528518;167441
VD;La Tour-de-Peilz;330;556270;145015
VD;Lac de Joux;877;511751;165870
VD;Lac de NeuchÉtel (VD);7410;553209;192133
VD;Lac LÇman (VD);29811;532695;144166
VD;Lausanne;4136;539696;155936
VD;Lavey-Morcles;1418;569171;117631
VD;Lavigny;401;520885;150446
VD;Le Chenit;9922;505416;159579
VD;Le Lieu;3255;511287;168625
VD;Le Mont-sur-Lausanne;981;538660;156767
VD;Le Vaud;311;507464;148064
VD;Les ClÇes;702;526070;176230
VD;Les Cullayes;212;547617;158194
VD;Les Tavernes;229;551768;155972
VD;Les Thioleyres;193;552166;154319
VD;Leysin;1853;567093;133555
VD;Lignerolle;1062;524261;177798
VD;Lonay;371;529294;153593
VD;Longirod;947;508936;150997
VD;Lovatens;345;556187;171372
VD;Lucens;627;554021;173290
VD;Luins;269;510605;144010
VD;Lully (VD);206;525320;150752
VD;Lussery-Villars;365;530101;165029
VD;Lussy-sur-Morges;233;523963;150443
VD;Lutry;846;543241;151801
VD;Malapalud;83;538815;163958
VD;Maracon;333;556717;156319
VD;Marchissy;1198;506915;150365
VD;Marnand;224;559204;179020
VD;Martherenges;83;547741;168014
VD;Mathod;659;533256;179088
VD;Mauborget;550;536680;190976
VD;Mauraz;50;521689;161817
VD;Mex (VD);290;532567;158810
VD;MÇzery-präs-Donneloye;185;545916;178222
VD;MÇziäres (VD);348;548421;159760
VD;Mies;347;501555;128871
VD;Missy;311;564562;191782
VD;Moiry;666;524535;167377
VD;Mollens (VD);1100;516965;159179
VD;Molondin;553;547227;179343
VD;Monnaz;161;526450;153965
VD;Montagny-präs-Yverdon;355;536718;182474
VD;Montaubion-Chardonney;209;544451;166327
VD;Montcherand;306;529081;176289
VD;Montherod;497;516786;151110
VD;Mont-la-Ville;1975;519482;167460
VD;Montmagny;377;567345;196181
VD;Montpreveyres;411;545729;159138
VD;Montreux;3340;561748;144618
VD;Montricher;2594;517272;161909
VD;Mont-sur-Rolle;384;515353;147707
VD;Morges;386;527439;151848
VD;Morrens (VD);368;537806;160449
VD;Moudon;1568;550446;169194
VD;Mur (VD);178;570665;199064
VD;Murtensee (VD);834;570933;196446
VD;Mutrux;321;545100;192606
VD;Naz;116;543003;167852
VD;Neyruz-sur-Moudon;352;550206;171989
VD;Novalles;206;535416;187115
VD;Noville;1032;558262;136994
VD;Nyon;683;506743;137947
VD;Ogens;340;545313;173351
VD;Oleyres;192;569794;189324
VD;Ollon;5959;569418;128132
VD;Onnens (VD);512;542592;188953
VD;Oppens;360;543143;174070
VD;Orbe;1202;531539;175481
VD;Orges;401;534678;184902
VD;Ormont-Dessous;6410;571773;136525
VD;Ormont-Dessus;6153;578889;132865
VD;Orny;555;531049;169175
VD;Oron-la-Ville;311;552850;157989
VD;Oron-le-ChÉtel;126;554208;158077
VD;Orzens;419;542232;175294
VD;Oulens-sous-Echallens;588;533723;166532
VD;Oulens-sur-Lucens;159;552253;173118
VD;Pailly;577;541482;172347
VD;PalÇzieux;577;553828;155814
VD;Pampigny;1108;522088;159947
VD;Paudex;48;541289;151074
VD;Payerne;2419;561546;185461
VD;Peney-le-Jorat;446;545639;164553
VD;Penthalaz;387;530320;162794
VD;Penthaz;392;531259;161220
VD;PenthÇrÇaz;566;536340;170519
VD;Perroy;289;517084;147109
VD;Peyres-Possens;191;543914;168247
VD;Pizy;252;516189;149660
VD;Poliez-le-Grand;515;541171;165658
VD;Poliez-Pittet;500;542559;163873
VD;Pompaples;445;529811;169918
VD;Pomy;562;541216;178862
VD;Prahins;242;546070;176392
VD;Prangins;603;509003;139497
VD;Premier;611;523777;173606
VD;PrÇverenges;185;530198;152046
VD;PrÇvonloup;184;557484;172001
VD;Prilly;219;536051;154520
VD;Provence;3179;542515;194739
VD;Puidoux;2286;549994;151093
VD;Pully;585;540986;152541
VD;Rances;984;528873;179833
VD;Renens (VD);296;534874;154133
VD;Rennaz;221;559966;136178
VD;Reverolle;119;523404;154970
VD;Riex;137;546413;150198
VD;Rivaz;32;549422;147444
VD;Roche (VD);645;560486;134400
VD;Rolle;272;514959;145736
VD;Romainmìtier-Envy;701;525253;171157
VD;Romairon;489;538433;191670
VD;Romanel-sur-Lausanne;287;536352;156903
VD;Romanel-sur-Morges;176;528826;156564
VD;Ropraz;482;547532;162424
VD;Rossenges;108;549202;167227
VD;Rossens (VD);113;560586;175898
VD;Rossiniäre;2334;571060;146041
VD;Rougemont;4855;582402;149925
VD;Rovray;235;548369;181831
VD;Rueyres;201;543041;172079
VD;Saint-BarthÇlemy (VD);411;535945;165190
VD;Saint-Cergue;2426;499248;145308
VD;Saint-Cierges;644;546913;170966
VD;Sainte-Croix;3943;527534;186277
VD;Saint-George;1230;509388;153056
VD;Saint-LÇgier-La ChiÇsaz;1512;558504;148881
VD;Saint-Livres;810;518766;152417
VD;Saint-Oyens;305;512458;149930
VD;Saint-Prex;551;524030;148718
VD;Saint-Saphorin (Lavaux);91;550426;147741
VD;Saint-Saphorin-sur-Morges;379;527373;155435
VD;Saint-Sulpice (VD);185;532550;151675
VD;Sarzens;145;554926;170309
VD;Sassel;335;555775;180731
VD;Saubraz;369;514681;152505
VD;Savigny;1600;545422;155537
VD;SÇdeilles;247;561153;176988
VD;Seigneux;372;557218;175372
VD;Senarclens;398;526902;161329
VD;Sergey;148;528349;178187
VD;Servion;420;549476;158249
VD;SÇvery;237;523602;158191
VD;Signy-Avenex;193;505048;138677
VD;Sottens;453;546475;167178
VD;Suchy;666;536272;174800
VD;Sugnens;269;541388;167311
VD;Sullens;385;533246;160362
VD;SuscÇvaz;415;534926;179356
VD;Syens;253;549436;165955
VD;Tannay;180;502007;129665
VD;Tartegnin;109;513438;147112
VD;Thierrens;872;548020;172741
VD;Tolochenaz;159;526201;150491
VD;TrÇlex;569;504500;141611
VD;Trey;380;560633;180545
VD;Treycovagnes;207;536447;180151
VD;Treytorrens (Payerne);306;551407;180597
VD;Ursins;337;541192;176223
VD;Valeyres-sous-Montagny;227;536261;183597
VD;Valeyres-sous-Rances;636;530980;177849
VD;Valeyres-sous-Ursins;283;539981;177432
VD;Vallamand;237;569460;198231
VD;Vallorbe;2318;518394;173517
VD;Vaugondry;84;538737;188891
VD;Vaulion;1318;519332;171087
VD;Vaux-sur-Morges;210;525227;154606
VD;Vevey;239;554635;146060
VD;Veytaux;672;563496;141883
VD;Vich;156;508585;142550
VD;Villars-Bramard;320;559172;174476
VD;Villars-Burquin;481;537909;190265
VD;Villars-Epeney;86;543528;181603
VD;Villars-le-Comte;422;551304;173793
VD;Villars-le-Grand;421;566478;195009
VD;Villars-le-Terroir;706;539074;168139
VD;Villars-Mendraz;155;545503;166264
VD;Villars-Sainte-Croix;166;532884;157719
VD;Villars-sous-Champvent;92;534789;181941
VD;Villars-sous-Yens;306;522594;151127
VD;Villars-Tiercelin;502;544260;163445
VD;Villarzel;406;559533;177103
VD;Villeneuve (VD);3208;564199;139549
VD;Villette (Lavaux);136;544389;150727
VD;Vinzel;111;510752;145000
VD;Vuarrens;899;539350;170813
VD;Vucherens;326;549239;164184
VD;Vufflens-la-Ville;529;530909;158638
VD;Vufflens-le-ChÉteau;214;525419;153195
VD;Vugelles-La Mothe;308;534047;186354
VD;Vuibroye;141;551434;157956
VD;Vuiteboeuf;503;532525;184055
VD;Vulliens;664;550588;163680
VD;Vullierens;682;526580;158469
VD;Yens;949;520819;153380
VD;Yverdon-les-Bains;1127;538783;180650
VD;Yvonand;1338;546357;182374
VD;Yvorne;1219;562063;132079
VS;Agarn;765;617314;124422
VS;Albinen;1548;615870;133641
VS;Arbaz;1929;594970;127687
VS;Ardon;2035;584515;119867
VS;Ausserberg;1490;631964;130724
VS;Ausserbinn;461;655662;136897
VS;Ayent;5513;597816;130728
VS;Ayer;11907;615582;107101
VS;Bagnes;28225;590741;94695
VS;Baltschieder;3144;632390;128467
VS;Bellwald;1369;655197;143957
VS;Betten;2635;647533;141872
VS;Binn;6503;661325;135519
VS;Birgisch;575;638738;134631
VS;Bister;584;649262;133346
VS;Bitsch;402;643948;132748
VS;Blatten;9065;632729;143792
VS;Blitzingen;1181;658518;143846
VS;Bourg-Saint-Pierre;9009;582472;85356
VS;Bovernier;1286;572434;101455
VS;Bratsch;617;620875;131006
VS;Brig-Glis;3808;641662;126452
VS;BÅrchen;1345;629251;124328
VS;C'za Gluringen-Ritzingen;68;659659;146729
VS;Chalais;2446;607062;121812
VS;Chamoson;3247;581363;118206
VS;ChampÇry;3888;554214;112097
VS;Chandolin;1665;611856;122531
VS;Charrat;762;576668;107805
VS;Chermignon;538;602906;126354
VS;Chippis;198;608037;125041
VS;Collombey-Muraz;2984;559226;125550
VS;Collonges;1223;570448;114396
VS;Conthey;8497;585827;124581
VS;DorÇnaz;1257;570878;111208
VS;Eggerberg;594;634492;128787
VS;Eischoll;1377;624940;125690
VS;Eisten;3805;636213;114291
VS;Embd;1339;627589;118428
VS;Ergisch;2991;622331;122254
VS;Ernen;1531;656546;138565
VS;Erschmatt;1120;619620;132867
VS;Evionnaz;4799;562109;110866
VS;Evoläne;20994;605483;99809
VS;Ferden;2792;622751;137438
VS;Fiesch;1126;652270;140457
VS;Fieschertal;17296;648147;150049
VS;Filet;726;647815;133006
VS;Finhaut;2288;560778;102124
VS;Fully;3776;574755;111836
VS;Gampel;1688;622747;132101
VS;Geschinen;1004;664382;150508
VS;Gluringen;740;659864;147630
VS;Goppisberg;253;646929;136561
VS;GrÑchen;1432;631665;116220
VS;Grafschaft;2262;658765;146190
VS;Greich;285;646322;136408
VS;Grengiols;5846;653767;132335
VS;Grimentz;5830;609741;109413
VS;Grimisuat;444;595549;122728
VS;Grìne;2114;603692;120224
VS;Guttet-Feschel;1051;618273;133718
VS;HÇrÇmence;10752;596682;104140
VS;Hohtenn;699;625316;131070
VS;Icogne;2481;601330;132163
VS;Inden;986;612264;134351
VS;IsÇrables;1524;586802;110741
VS;Kippel;1166;625350;138373
VS;Lac LÇman (VS);1062;553239;139077
VS;Lalden;128;635377;127773
VS;Lax;502;651228;138796
VS;Lens;1391;601494;127041
VS;Les Agettes;509;594570;116261
VS;Leuk;4416;614962;126933
VS;Leukerbad;6723;614538;138992
VS;Leytron;2686;578178;116566
VS;Liddes;6016;580626;91996
VS;Martigny;2497;572341;106255
VS;Martigny-Combe;3763;568671;102152
VS;Martisberg;301;650347;138444
VS;Mase;1110;601697;115997
VS;Massongex;663;564814;120445
VS;Mex (VS);792;564661;114662
VS;Miäge;253;608457;129231
VS;Mollens (VS);3251;607656;133188
VS;Montana;489;603814;127439
VS;Monthey;2864;559775;120812
VS;Mîrel;119;646376;133933
VS;MÅhlebach;979;659484;139769
VS;Mund;4012;635449;134266
VS;MÅnster (VS);3856;664172;148994
VS;Naters;10117;641852;139729
VS;Nax;2455;603067;117262
VS;Nendaz;8600;590673;110129
VS;Niedergesteln;1742;627232;131758
VS;Niederwald;468;658440;142066
VS;Oberems;8460;619934;115876
VS;Obergesteln;1456;667403;153301
VS;Oberwald;9692;673225;156701
VS;Orsiäres;16503;573872;91243
VS;Port-Valais;1434;555338;135305
VS;Randa;5453;626341;105119
VS;Randogne;1688;604608;130785
VS;Raron;3031;629917;132480
VS;Reckingen (VS);3384;663268;145019
VS;Riddes;2387;584502;110190
VS;Ried-Brig;4750;648269;126306
VS;Ried-Mîrel;1566;645170;136441
VS;Saas Almagell;11022;640883;100409
VS;Saas Balen;3018;638371;111326
VS;Saas Fee;4060;635643;104291
VS;Saas Grund;2455;641262;109432
VS;Saillon;1374;578386;114042
VS;Saint-Gingolph;1438;551542;135460
VS;Saint-Jean;1555;609355;117501
VS;Saint-LÇonard;390;599097;122792
VS;Saint-Luc;3188;614061;119010
VS;Saint-Martin (VS);3702;601674;111909
VS;Saint-Maurice;703;566966;116419
VS;Salgesch;1134;610488;129110
VS;Salins;414;593444;117357
VS;Salvan;5351;562984;106644
VS;Saviäse;7093;590197;128676
VS;Saxon;2323;580351;109451
VS;Sembrancher;1763;577339;102026
VS;Sierre;1918;605928;125209
VS;Simplon;9082;646126;117002
VS;Sion;2562;594400;119892
VS;St.Niklaus;8925;627947;111825
VS;Stalden (VS);1043;633822;120325
VS;Staldenried;1432;636383;118570
VS;Steg;716;625033;132141
VS;Steinhaus;567;657830;141072
VS;TÑsch;5872;628831;100348
VS;Termen;1873;647752;130199
VS;Tîrbel;1759;630651;121244
VS;Trient;3957;565964;97787
VS;Troistorrents;3698;557315;120304
VS;Turtmann;682;621039;127853
VS;Ulrichen;4435;669096;148169
VS;UnterbÑch;2199;626131;122520
VS;Unterems;135;619588;126426
VS;Val-d'Illiez;3926;557569;115731
VS;Varen;1281;611871;131807
VS;Venthìne;253;606749;128193
VS;Vernamiäge;739;599775;117676
VS;Vernayaz;561;568573;109696
VS;VÇrossaz;1428;563703;116732
VS;VÇtroz;1045;587038;119390
VS;Vex;1299;596332;116156
VS;Veyras;145;607988;128044
VS;Veysonnaz;110;592235;116201
VS;Vionnaz;2093;556297;128642
VS;Visp;1317;634082;126757
VS;Visperterminen;5162;638684;121412
VS;Vissoie;150;611108;118979
VS;Volläges;1788;577950;104972
VS;Vouvry;3354;554624;131791
VS;Wiler (Lîtschen);1466;626791;139620
VS;Zeneggen;749;632549;124792
VS;Zermatt;24269;624330;93178
VS;Zwischbergen;8615;651013;112605
NE;Auvernier;168;557396;203088
NE;Bevaix;1078;551676;197982
NE;Bielersee (NE);52;572672;211731
NE;Bìle;258;554226;202153
NE;Boudevilliers;1257;556599;209109
NE;Boudry;1677;551978;200419
NE;Boveresse;1290;535313;198057
NE;Brot-Dessous;495;548486;201382
NE;Brot-Plamboz;1603;547855;203979
NE;Buttes;1820;531130;192891
NE;Cernier;911;559139;214048
NE;ChÇzard-Saint-Martin;1305;561104;214564
NE;Coffrane;649;555365;206675
NE;Colombier (NE);452;555863;202222
NE;Corcelles-Cormondräche;486;556547;204410
NE;Cornaux;472;567995;209207
NE;Cortaillod;369;555026;199387
NE;Couvet;1641;538466;198421
NE;Cressier (NE);855;568694;211229
NE;Dombresson;1277;563152;214946
NE;Enges;959;567583;213544
NE;Engollon;262;560879;210452
NE;Fenin-Vilars-Saules;648;561413;208751
NE;Fleurier;774;535323;194142
NE;Fontainemelon;245;557847;212160
NE;Fontaines (NE);1014;557773;212518
NE;Fresens;158;547350;193288
NE;Gorgier;1398;548698;197238
NE;Hauterive;212;564324;207479
NE;La BrÇvine;4182;534869;202260
NE;La Chaux-de-Fonds;5566;554063;217863
NE;La Chaux-du-Milieu;1728;543473;206145
NE;La Cìte-aux-FÇes;1285;527479;190659
NE;La Sagne;2555;551618;210895
NE;Lac de NeuchÉtel (NE);8549;557891;198886
NE;Le Cerneux-PÇquignot;1567;541507;207489
NE;Le Landeron;1031;571047;212665
NE;Le Locle;2314;547538;211581
NE;Le PÉquier (NE);958;566039;217447
NE;Les Bayards;1915;529534;198119
NE;Les Brenets;1153;545783;214001
NE;Les Geneveys-sur-Coffrane;786;554272;207779
NE;Les Hauts-Geneveys;795;555732;211245
NE;Les Planchettes;1173;549353;217685
NE;Les Ponts-de-Martel;1823;545846;205333
NE;Les Verriäres;2868;526596;196435
NE;Ligniäres;1251;570540;215654
NE;Marin-Epagnier;335;567562;206596
NE;Montalchez;641;546355;195589
NE;Montmollin;406;553741;205848
NE;Mìtiers (NE);642;537703;195101
NE;NeuchÉtel;1810;561936;206610
NE;Noiraigue;638;545363;200464
NE;Peseux;343;558231;205090
NE;Rochefort;2089;551706;204138
NE;Saint-Aubin-Sauges;771;547874;195336
NE;Saint-Blaise;887;565823;208743
NE;Saint-Sulpice (NE);1309;532702;197074
NE;Savagnier;853;563647;211110
NE;Thielle-Wavre;209;568444;207833
NE;Travers;2465;542085;200009
NE;Valangin;377;559007;207115
NE;Vaumarcus;178;547262;191888
NE;Villiers;1059;566286;215471
GE;Aire-la-Ville;284;492191;116373
GE;Aniäres;387;507080;125519
GE;Avully;461;488769;113913
GE;Avusy;521;489549;111917
GE;Bardonnex;500;497968;111689
GE;Bellevue;440;499609;123720
GE;Bernex;1299;494192;115036
GE;Carouge (GE);269;499755;115302
GE;Cartigny;437;491268;114836
GE;CÇligny;466;503920;134160
GE;Chancy;535;487216;111732
GE;Chàne-Bougeries;412;502968;116568
GE;Chàne-Bourg;129;504155;116974
GE;Choulex;388;506281;120153
GE;Collex-Bossy;688;498520;126213
GE;Collonge-Bellerive;613;504992;122833
GE;Cologny;367;503304;119238
GE;Confignon;274;495778;114539
GE;Corsier (GE);272;506675;124134
GE;Dardagny;856;488104;117375
GE;Genäve;1593;499895;117974
GE;Genthod;285;500969;124707
GE;Gy;330;509871;122927
GE;Hermance;144;508000;127606
GE;Jussy;1134;510556;121295
GE;Lac LÇman (GE);3667;503804;125010
GE;Laconnex;385;491498;112918
GE;Lancy;477;498161;115681
GE;Le Grand-Saconnex;436;498219;121341
GE;Meinier;696;507170;122000
GE;Meyrin;996;495126;120999
GE;Onex;285;496683;115708
GE;Perly-Certoux;248;495640;112741
GE;Plan-les-Ouates;591;498066;113351
GE;Pregny-ChambÇsy;326;499951;121736
GE;Presinge;469;509065;119194
GE;Puplinge;268;506886;118430
GE;Russin;496;490022;116827
GE;Satigny;1897;491826;119031
GE;Soral;289;492505;111700
GE;Thìnex;380;504742;116824
GE;Troinex;339;500542;112751
GE;Vandoeuvres;439;504710;119360
GE;Vernier;765;496283;118590
GE;Versoix;1050;500359;127498
GE;Veyrier;650;501784;114151
JU;Alle;1060;576429;253114
JU;Asuel;1013;582366;248950
JU;Bassecourt;1557;585047;242716
JU;BeurnevÇsin;508;576953;260225
JU;BoÇcourt;1234;583703;245653
JU;Boncourt;898;567514;259781
JU;Bonfol;1359;578751;258374
JU;Bourrignon;1358;586161;249163
JU;Bressaucourt;950;569828;248228
JU;Buix;821;568899;258365
JU;Bure;1366;566679;254269
JU;Charmoille;919;583191;252924
JU;ChÉtillon (JU);533;592910;241247
JU;Chevenez;2172;566347;249062
JU;Coeuve;1164;574110;255789
JU;Corban;785;602690;244708
JU;Cornol;1043;579203;250478
JU;Courchapoix;638;601013;244240
JU;Courchavon;621;570403;254238
JU;Courfaivre;1238;587990;242128
JU;Courgenay;1842;576083;249176
JU;Courrendlin;1110;595135;242647
JU;Courroux;1970;596551;246482
JU;Courtedoux;820;569012;251425
JU;Courtemaåche;897;570456;256400
JU;CourtÇtelle;1355;590853;242244
JU;Damphreux;565;574575;258141
JU;Damvant;504;558984;246504
JU;DelÇmont;2198;592014;247143
JU;Develier;1246;588129;245997
JU;Ederswiler;329;592126;252392
JU;Epauvillers;843;575814;243003
JU;Epiquerez;936;572701;241797
JU;Fahy;780;563635;252238
JU;Fontenais;1050;572679;248608
JU;FregiÇcourt;349;581411;251139
JU;Glovelier;1436;580787;241816
JU;Goumois;853;563722;235277
JU;Grandfontaine;898;561864;249134
JU;La Chaux-des-Breuleux;406;568954;230276
JU;Lajoux (JU);1239;576938;236517
JU;Le BÇmont (JU);1168;569329;234756
JU;Le Noirmont;2039;562539;229314
JU;Le Peuchapatte;257;564301;227362
JU;Les Bois;2477;559037;225541
JU;Les Breuleux;1081;566951;228348
JU;Les Enfers;710;569221;237921
JU;Les Genevez (JU);1364;575417;233754
JU;Les Pommerats;1147;565795;236349
JU;Lugnez;509;574026;259464
JU;Mervelier;972;605848;243266
JU;Mettembert;235;591619;249620
JU;MiÇcourt;646;579833;253403
JU;Montenol;219;577970;244525
JU;Montfaucon;1481;572229;235849
JU;Montfavergier;344;573252;239350
JU;Montignez;586;571350;259249
JU;Montmelon;1201;580010;245524
JU;Montsevelier;776;605538;245484
JU;Movelier;807;591681;250926
JU;Muriaux;1432;565746;230300
JU;Ocourt;1162;572166;244963
JU;Pleigne;1782;588367;251866
JU;Pleujouse;181;583526;251313
JU;Porrentruy;1476;572259;252343
JU;Rebeuvelier;842;598449;241056
JU;RÇcläre;622;561134;246590
JU;Roche-d'Or;349;563398;246166
JU;Rocourt;446;563874;248517
JU;Rossemaison;188;592867;243687
JU;SaignelÇgier;1166;568299;232859
JU;Saint-Brais;1517;575809;239819
JU;Saint-Ursanne;1137;578499;245477
JU;Saulcy;784;578983;239115
JU;Seleute;678;575178;245902
JU;Soubey;1348;569898;240000
JU;Soulce;1472;588541;238783
JU;Soyhiäres;754;595418;249929
JU;Undervelier;1402;583650;238900
JU;Vellerat;205;594464;240513
JU;Vendlincourt;915;578117;255720
JU;Vermes;1834;603494;240929
JU;Vicques;1277;599128;244451
FL;Balzers;1972;760335;218357
FL;Eschen;1039;758439;230230
FL;Gamprin;617;757749;230783
FL;Mauren;747;760469;231242
FL;Planken;536;761124;227201
FL;Ruggel;739;758614;234868
FL;Schaan;2695;760306;224069
FL;Schellenberg;356;759919;234066
FL;Triesen;2645;760630;216791
FL;Triesenberg;2972;762059;220976
FL;Vaduz;1726;759792;223030
